Gender,Geographic Region,Loyalty Status,Television Region,Affluence Grade,Age,Loyalty Card Tenure,Organics Purchase Indicator
M,South East,Silver,London,.,66,8,0
M,South East,Gold,S & S East,6,75,4,0
M,Midlands,Gold,East,8,73,30,0
M,Midlands,Tin,Midlands,12,46,5,0
M,South East,Silver,S & S East,13,50,14,0
M,South East,Tin,S & S East,9,29,5,0
M,North,Silver,Yorkshire,6,33,1,0
M,South East,Silver,London,8,28,7,0
M,South West,Tin,S West,10,51,8,0
M,South East,Silver,London,5,77,23,0
M,Scottish,Gold,C Scotland,13,74,5,1
M,South East,Tin,London,13,44,5,1
M,Midlands,Tin,Midlands,7,46,5,0
M,North,Silver,N West,8,46,10,1
M,Midlands,Silver,Wales & West,14,27,4,0
M,Midlands,Gold,East,5,43,1,0
M,North,Tin,N West,10,54,9,0
M,Midlands,Silver,Wales & West,8,47,6,0
M,South East,Gold,London,10,42,1,0
M,Midlands,Silver,Midlands,8,49,5,0
M,Midlands,Silver,Midlands,10,60,11,0
M,Midlands,Tin,Midlands,7,45,.,0
M,South East,Tin,S & S East,5,50,7,0
M,Scottish,Silver,Border,7,54,4,0
M,Scottish,Silver,N Scot,.,43,5,0
M,Midlands,Gold,Midlands,13,60,11,1
M,North,Gold,N West,9,57,3,0
M,Midlands,Silver,Midlands,12,67,1,0
M,South West,Silver,S West,4,77,2,0
M,Midlands,Silver,Midlands,12,50,4,1
M,Midlands,Silver,Wales & West,10,49,6,0
M,Midlands,Silver,Wales & West,13,77,7,1
M,North,Silver,N East,6,72,10,0
M,Midlands,Gold,East,10,78,9,0
M,South East,Gold,S & S East,10,60,3,0
M,North,Platinum,N West,10,50,4,0
M,North,Silver,Yorkshire,12,51,5,0
M,Scottish,Silver,C Scotland,12,54,8,1
M,South East,Silver,S & S East,10,72,7,0
M,North,Gold,N West,8,61,6,0
M,North,Silver,Yorkshire,7,66,6,0
M,South East,Silver,London,4,51,5,0
M,North,Silver,N West,12,78,20,0
M,Midlands,Gold,Midlands,8,66,7,0
M,Midlands,Silver,Midlands,10,46,7,1
M,North,Tin,N East,7,56,8,0
M,South East,Silver,London,10,60,16,0
M,North,Silver,Yorkshire,8,54,1,0
M,Midlands,Silver,Wales & West,11,44,8,1
M,South East,Silver,S & S East,11,66,18,0
M,North,Platinum,N East,8,66,3,0
M,South East,Tin,S & S East,11,33,8,0
M,Midlands,Silver,East,6,53,5,0
M,North,Tin,N West,6,55,4,0
M,,Gold,,6,29,2,0
M,North,Silver,Yorkshire,10,49,7,0
M,North,Tin,Yorkshire,14,32,8,0
M,Midlands,Silver,Wales & West,7,58,18,0
M,Midlands,Gold,Wales & West,5,79,1,0
M,South West,Silver,S West,5,49,5,0
M,South East,Tin,London,8,46,7,0
M,North,Platinum,N East,6,74,18,0
M,Midlands,Silver,East,7,35,4,1
M,South East,Tin,S & S East,7,50,5,0
M,Midlands,Silver,Midlands,10,40,1,0
M,South East,Silver,S & S East,14,55,12,1
M,South East,Silver,S & S East,13,72,1,0
M,Midlands,Tin,Midlands,.,28,8,0
M,South East,Silver,S & S East,9,62,11,0
M,South East,Silver,London,8,77,6,0
M,South East,Gold,London,15,71,3,0
M,Midlands,Gold,Midlands,16,41,1,1
M,Midlands,Gold,Wales & West,10,58,4,0
M,Midlands,Gold,Midlands,9,63,11,0
M,Midlands,Gold,Midlands,9,59,5,0
M,South East,Silver,S & S East,13,39,3,1
M,South East,Tin,London,8,31,7,0
M,Midlands,Gold,Wales & West,11,50,4,0
M,South East,Tin,London,7,.,4,0
M,North,Tin,Yorkshire,7,50,4,0
M,South East,Gold,London,5,68,1,0
M,Midlands,Silver,East,.,59,15,0
M,South East,Gold,London,7,67,9,0
M,North,Silver,N West,13,31,9,1
M,North,Gold,N East,7,60,13,0
M,South West,Silver,S West,10,50,3,0
M,Midlands,Gold,Midlands,7,56,8,0
M,Midlands,Silver,Wales & West,9,37,4,0
M,South East,Tin,London,.,41,9,1
M,Midlands,Silver,East,8,49,3,0
M,North,Silver,N West,8,63,2,0
M,North,Silver,N East,9,57,8,0
M,South East,Gold,S & S East,4,59,1,0
M,South East,Silver,S & S East,5,.,8,0
M,South East,Silver,London,8,54,18,0
M,North,Tin,N East,9,42,8,0
M,North,Silver,N West,11,55,4,1
M,North,Gold,N West,10,54,4,1
M,South East,Tin,S & S East,9,42,8,0
M,South East,Gold,London,11,65,4,0
M,Midlands,Platinum,East,4,54,8,0
M,South East,Tin,London,15,34,4,1
M,Midlands,Tin,Midlands,.,43,5,0
M,Midlands,Gold,Midlands,15,38,4,1
M,South West,Gold,S West,9,76,5,0
M,South East,Tin,London,7,34,4,1
M,South East,Gold,London,9,59,5,1
M,South East,Tin,S & S East,7,40,5,0
M,North,Silver,N West,16,37,5,1
M,Midlands,Silver,East,16,37,9,1
M,North,Platinum,N West,8,58,3,0
M,North,Silver,N West,6,33,1,0
M,Scottish,Silver,C Scotland,12,38,5,1
M,South East,Tin,London,7,33,5,0
M,Midlands,Tin,East,.,45,.,0
M,South East,Gold,London,10,29,5,0
M,Midlands,Silver,Ulster,8,61,1,0
M,North,Tin,N East,11,32,5,0
M,Midlands,Silver,Wales & West,7,70,11,0
M,South East,Tin,London,6,54,4,1
M,South East,Silver,London,4,64,7,0
M,South East,Gold,London,7,53,9,0
M,Midlands,Tin,Wales & West,7,60,5,0
M,North,Platinum,Yorkshire,5,55,3,0
M,South East,Silver,London,7,67,13,0
M,Midlands,Gold,Midlands,6,71,3,0
M,Midlands,Tin,Midlands,8,28,8,0
M,Midlands,Gold,Midlands,6,73,3,0
M,North,Silver,N West,7,70,13,0
M,South East,Gold,London,9,40,7,0
M,Midlands,Silver,Midlands,10,49,4,0
M,Scottish,Silver,N Scot,6,43,4,0
M,Midlands,Gold,Wales & West,9,74,3,0
M,South East,Silver,S & S East,6,76,2,0
M,South East,Tin,London,9,49,7,0
M,Midlands,Silver,East,11,42,1,0
M,South East,Gold,London,12,67,1,0
M,Scottish,Gold,C Scotland,3,48,2,0
M,South East,Silver,S & S East,5,50,1,0
M,Midlands,Tin,Wales & West,9,38,4,0
M,South East,Silver,London,4,47,1,0
M,Midlands,Silver,East,7,51,5,0
M,South East,Platinum,London,4,66,8,0
M,Midlands,Gold,East,6,68,15,0
M,Midlands,Tin,Wales & West,5,50,.,0
M,,Tin,,7,43,5,1
M,South East,Gold,London,7,58,1,0
M,South East,Tin,London,11,38,5,0
M,Scottish,Tin,N Scot,9,66,8,0
M,Scottish,Gold,C Scotland,5,55,2,0
M,North,Gold,N West,10,64,5,0
M,North,Silver,N East,.,47,1,0
M,South East,Tin,S & S East,12,42,5,1
M,North,Silver,Yorkshire,4,51,6,0
M,South West,Tin,S West,10,41,7,0
M,Midlands,Silver,East,8,25,5,0
M,North,Tin,N East,6,40,8,0
M,North,Tin,Yorkshire,6,71,8,0
M,South East,Silver,London,12,30,1,1
M,South East,Silver,London,11,54,3,0
M,South East,Silver,S & S East,3,68,5,0
M,Midlands,Tin,East,.,45,4,0
M,Midlands,Tin,East,16,41,4,1
M,South East,Gold,London,8,72,4,0
M,Midlands,Platinum,Wales & West,8,70,5,0
M,Midlands,Silver,East,13,46,4,0
M,North,Gold,Yorkshire,6,63,4,0
M,Midlands,Silver,Wales & West,8,.,4,0
M,North,Tin,N West,3,51,5,0
M,South East,Silver,London,18,49,7,0
M,South East,Gold,London,10,66,9,0
M,North,Gold,N East,8,50,3,0
M,South East,Tin,London,7,39,5,1
M,South East,Tin,London,11,49,8,0
M,,Silver,,6,52,1,0
M,North,Silver,N East,11,57,5,0
M,North,Tin,N West,4,56,5,0
M,Scottish,Tin,Border,.,31,4,0
M,South East,Tin,S & S East,9,40,5,0
M,Scottish,Gold,N Scot,6,64,17,0
M,South East,Silver,London,9,73,28,1
M,South East,Gold,London,8,44,21,0
M,Midlands,Silver,Wales & West,14,48,5,0
M,Midlands,Silver,Wales & West,16,65,8,0
M,North,Gold,N West,6,49,27,0
M,Midlands,Silver,Midlands,3,69,8,0
M,South East,Silver,S & S East,6,66,8,0
M,South East,Gold,London,9,67,5,0
M,Scottish,Silver,C Scotland,14,41,8,0
M,South East,Tin,London,.,37,8,0
M,South East,Silver,London,7,58,9,0
M,Midlands,Gold,Midlands,10,35,11,1
M,Midlands,Silver,Midlands,7,52,12,0
M,South East,Tin,London,9,49,5,0
M,South East,Gold,London,11,.,8,0
M,Midlands,Silver,Wales & West,6,.,5,0
M,Midlands,Silver,Wales & West,6,52,8,0
M,,Tin,,12,53,8,0
M,South East,Gold,London,7,61,3,0
M,South East,Silver,S & S East,5,39,11,0
M,Midlands,Platinum,Midlands,6,68,11,0
M,Midlands,Tin,Wales & West,10,53,5,0
M,South East,Silver,S & S East,9,61,16,1
M,Midlands,Silver,Wales & West,6,45,8,0
M,Midlands,Gold,Midlands,12,52,2,0
M,North,Silver,N East,6,55,5,0
M,Midlands,Tin,Midlands,9,53,5,0
M,Midlands,Tin,East,10,61,8,0
M,South East,Gold,S & S East,7,47,13,0
M,South East,Gold,London,12,56,15,0
M,South East,Silver,London,7,41,12,0
M,Midlands,Tin,Wales & West,8,54,5,0
M,Scottish,Tin,C Scotland,11,72,13,0
M,Midlands,Tin,Wales & West,6,53,9,0
M,Midlands,Tin,Midlands,8,33,4,0
M,North,Gold,Yorkshire,6,24,2,1
M,South East,Silver,London,5,48,5,1
M,South East,Silver,London,.,58,8,0
M,South East,Gold,London,10,56,8,1
M,South East,Silver,London,7,.,11,0
M,South East,Tin,London,7,76,.,0
M,South East,Silver,London,9,73,4,0
M,,Gold,,6,72,2,1
M,Midlands,Silver,East,6,41,9,0
M,Midlands,Tin,Wales & West,6,67,8,0
M,South East,Gold,London,7,.,4,0
M,North,Silver,Yorkshire,3,53,8,0
M,South East,Silver,London,8,61,11,0
M,South East,Tin,S & S East,9,42,8,1
M,North,Tin,Yorkshire,1,46,5,0
M,South East,Tin,London,5,55,8,0
M,South East,Silver,London,11,50,3,0
M,North,Gold,N West,11,54,1,0
M,North,Platinum,N East,6,72,11,0
M,North,Silver,Yorkshire,7,45,9,0
M,South West,Silver,S West,3,50,1,1
M,South East,Gold,London,6,52,6,0
M,Scottish,Silver,Border,9,57,8,0
M,Midlands,Tin,Midlands,7,54,10,0
M,South East,Gold,S & S East,6,63,4,0
M,South East,Gold,London,14,69,11,1
M,Midlands,Gold,East,11,62,10,0
M,Scottish,Gold,C Scotland,6,29,3,1
M,South East,Tin,London,4,52,8,0
M,Midlands,Gold,Wales & West,12,69,4,0
M,North,Silver,N West,6,71,8,0
M,South East,Tin,London,6,.,8,0
M,South East,Tin,London,3,52,14,0
M,Midlands,Gold,Wales & West,6,71,11,0
M,South East,Silver,London,20,35,3,1
M,South East,Platinum,London,10,75,4,0
M,South East,Tin,London,7,49,8,0
M,Midlands,Tin,Midlands,5,42,5,0
M,North,Silver,N East,7,51,8,0
M,South East,Tin,S & S East,6,50,5,0
M,South East,Gold,London,7,.,16,0
M,South East,Tin,S & S East,8,56,8,0
M,Midlands,Silver,Midlands,12,44,1,0
M,Midlands,Silver,East,12,27,4,0
M,Midlands,Silver,Wales & West,3,77,5,0
M,South East,Gold,S & S East,5,74,18,0
M,Scottish,Tin,Border,12,47,4,0
M,South East,Tin,London,.,53,4,0
M,South East,Platinum,London,8,.,4,0
M,South East,Silver,London,8,71,5,0
M,South East,Gold,London,10,41,8,0
M,South West,Gold,S West,9,62,2,0
M,South East,Tin,London,8,47,8,0
M,South East,Silver,London,14,.,4,1
M,Midlands,Tin,Midlands,13,60,4,0
M,North,Silver,N West,2,57,28,0
M,Midlands,Silver,Wales & West,13,57,6,0
M,South East,Tin,London,9,31,5,1
M,North,Tin,Yorkshire,6,37,4,0
M,North,Tin,N East,10,41,5,0
M,South East,Silver,S & S East,7,55,9,0
M,South East,Tin,London,9,53,.,0
M,South East,Silver,London,8,35,1,1
M,,Tin,,8,44,4,0
M,Midlands,Gold,Wales & West,6,74,9,0
M,North,Gold,Yorkshire,9,62,7,0
M,Scottish,Silver,N Scot,9,50,2,0
M,North,Gold,Yorkshire,12,67,3,0
M,South East,Platinum,London,12,74,24,0
M,South East,Platinum,London,10,67,8,0
M,Midlands,Silver,Wales & West,7,69,3,0
M,Midlands,Silver,Midlands,7,56,5,0
M,North,Silver,Yorkshire,4,62,5,0
M,South East,Silver,London,8,71,8,1
M,South East,Gold,London,4,74,5,0
M,Midlands,Gold,East,13,44,7,1
M,Midlands,Silver,Midlands,17,53,9,0
M,Scottish,Gold,Border,10,75,3,0
M,Midlands,Tin,Wales & West,9,48,5,0
M,North,Silver,Yorkshire,6,61,2,0
M,North,Silver,N West,4,76,6,0
M,North,Tin,N West,6,.,5,0
M,Scottish,Gold,Border,6,77,18,1
M,South East,Silver,London,8,64,7,0
M,South East,Gold,London,8,.,9,0
M,Midlands,Tin,Midlands,.,56,8,0
M,North,Gold,N West,4,50,1,0
M,Midlands,Silver,Wales & West,11,74,5,0
M,South East,Tin,London,11,31,.,0
M,Midlands,Gold,Midlands,5,48,1,0
M,South West,Tin,S West,11,48,5,1
M,North,Silver,N West,9,48,14,0
M,Midlands,Gold,East,6,74,31,0
M,South East,Gold,London,10,39,.,0
M,Midlands,Gold,Midlands,8,60,8,0
M,Midlands,Tin,East,7,30,6,0
M,North,Gold,N West,10,62,4,0
M,North,Silver,Yorkshire,4,65,8,0
M,Midlands,Gold,Midlands,10,61,6,0
M,North,Tin,Yorkshire,8,37,8,0
M,Midlands,Tin,Midlands,6,44,4,0
M,Midlands,Silver,Midlands,6,73,4,0
M,Scottish,Tin,C Scotland,12,60,5,0
M,South East,Gold,London,9,74,3,0
M,Midlands,Tin,Midlands,11,.,7,0
M,Midlands,Silver,East,11,50,5,0
M,Midlands,Silver,Midlands,6,38,1,0
M,South East,Silver,London,14,39,1,0
M,North,Tin,N East,6,68,7,0
M,South East,Gold,London,11,64,25,0
M,South East,Gold,London,4,38,5,0
M,Midlands,Gold,Midlands,8,59,9,0
M,South East,Tin,London,7,33,5,1
M,Midlands,Tin,Wales & West,9,51,5,0
M,North,Gold,N West,6,74,8,0
M,Midlands,Silver,East,9,49,4,0
M,South East,Tin,S & S East,7,67,5,0
M,Scottish,Silver,C Scotland,10,18,1,0
M,North,Silver,N East,8,50,9,0
M,Scottish,Tin,C Scotland,.,51,8,0
M,North,Gold,N West,.,74,4,0
M,North,Tin,N East,10,50,5,1
M,South East,Silver,S & S East,9,35,2,0
M,,Gold,,15,.,5,1
M,South East,Tin,S & S East,8,54,16,0
M,South West,Gold,S West,3,69,27,0
M,South East,Gold,London,6,60,5,0
M,Midlands,Silver,Midlands,18,31,4,1
M,South East,Gold,London,12,.,6,0
M,Midlands,Silver,East,7,.,16,0
M,North,Silver,N West,8,41,5,0
M,North,Silver,N East,10,36,1,1
M,Midlands,Tin,Midlands,.,48,8,0
M,South East,Silver,London,10,54,5,0
M,North,Tin,N East,6,45,10,0
M,North,Tin,N West,5,35,5,0
M,Midlands,Tin,East,8,51,5,0
M,Midlands,Gold,Midlands,9,72,2,0
M,North,Gold,N West,10,71,12,1
M,South West,Silver,S West,10,46,3,0
M,South East,Silver,London,6,76,21,0
M,Midlands,Tin,Midlands,.,.,5,0
M,Midlands,Tin,Midlands,12,.,4,0
M,North,Gold,N West,7,.,4,0
M,North,Gold,Yorkshire,6,71,4,0
M,Midlands,Gold,Midlands,3,62,5,0
M,North,Silver,N West,10,55,4,0
M,South East,Tin,S & S East,14,38,8,1
M,Midlands,Tin,Wales & West,12,53,8,0
M,Scottish,Gold,N Scot,11,51,22,0
M,South East,Platinum,London,7,76,8,0
M,South East,Gold,S & S East,10,53,6,1
M,Midlands,Tin,Wales & West,7,58,4,0
M,Midlands,Silver,Wales & West,6,50,4,0
M,Midlands,Gold,Wales & West,8,44,5,0
M,South East,Silver,London,15,48,2,0
M,South East,Gold,London,10,63,1,0
M,Midlands,Gold,Midlands,11,56,9,0
M,South East,Silver,London,8,.,9,0
M,North,Silver,N West,9,55,1,0
M,North,Silver,N West,.,57,2,0
M,Midlands,Tin,Midlands,6,53,8,0
M,South East,Tin,London,5,50,5,0
M,South East,Silver,S & S East,7,64,11,0
M,North,Silver,Yorkshire,12,49,11,0
M,Scottish,Platinum,C Scotland,11,69,6,0
M,North,Tin,N East,5,39,8,0
M,Midlands,Silver,Midlands,17,49,6,0
M,Midlands,Silver,Midlands,13,51,6,0
M,South East,Platinum,S & S East,6,49,3,0
M,Midlands,Gold,East,8,66,4,0
M,North,Tin,N West,6,.,5,0
M,Midlands,Gold,Wales & West,7,71,1,0
M,Midlands,Silver,Midlands,11,49,1,0
M,Midlands,Platinum,East,10,77,7,0
M,South East,Silver,London,5,63,7,0
M,South East,Silver,S & S East,7,59,8,0
M,South East,Silver,London,11,36,6,1
M,South East,Silver,London,6,46,8,0
M,South East,Tin,London,13,44,5,1
M,South East,Silver,London,2,44,5,0
M,North,Gold,Yorkshire,10,60,8,0
M,Midlands,Tin,Wales & West,.,38,8,1
M,South East,Silver,S & S East,7,50,11,0
M,Midlands,Gold,East,9,73,.,0
M,Midlands,Gold,Midlands,.,64,8,0
M,North,Silver,N West,6,67,3,0
M,South West,Tin,S West,9,38,5,0
M,South West,Tin,S West,10,69,5,1
M,South West,Platinum,S West,8,.,12,0
M,Midlands,Tin,Midlands,10,36,5,0
M,South East,Gold,London,5,43,5,0
M,South East,Silver,London,8,48,4,0
M,Midlands,Silver,Wales & West,7,56,5,0
M,North,Silver,Yorkshire,10,65,11,0
M,South East,Gold,London,6,59,2,0
M,South West,Gold,S West,13,48,5,0
M,Midlands,Gold,Midlands,10,45,5,0
M,South East,Gold,S & S East,5,64,2,0
M,Midlands,Platinum,Midlands,8,76,3,0
M,South East,Gold,London,9,76,11,0
M,Scottish,Gold,C Scotland,6,71,27,0
M,Midlands,Tin,Midlands,11,38,5,1
M,Midlands,Silver,Midlands,10,54,5,0
M,South East,Tin,London,10,34,5,0
M,South East,Tin,London,.,45,6,0
M,South East,Tin,London,17,36,8,1
M,Scottish,Gold,C Scotland,8,56,5,0
M,South East,Tin,London,18,33,7,1
M,South East,Gold,London,9,67,5,1
M,North,Gold,Yorkshire,5,55,3,0
M,North,Gold,N West,8,.,7,0
M,South East,Gold,London,7,50,6,0
M,Midlands,Gold,Midlands,8,47,4,0
M,Midlands,Gold,East,6,50,3,0
M,Midlands,Silver,East,14,67,8,1
M,South East,Tin,London,8,65,12,0
M,Scottish,Silver,C Scotland,6,54,8,0
M,South East,Tin,London,9,45,2,0
M,North,Tin,Yorkshire,.,62,4,0
M,,Gold,,7,53,8,0
M,South East,Silver,London,10,29,7,0
M,North,Tin,N West,.,29,4,0
M,Midlands,Silver,East,5,62,6,0
M,North,Tin,N West,5,59,5,0
M,North,Gold,N West,4,53,1,0
M,North,Platinum,Yorkshire,12,74,3,0
M,,Tin,,6,40,8,0
M,South East,Gold,London,12,58,30,0
M,South West,Silver,S West,14,60,5,0
M,South East,Silver,London,7,57,2,0
M,Scottish,Silver,N Scot,8,61,5,0
M,Midlands,Tin,Midlands,8,38,5,0
M,Midlands,Silver,Midlands,4,56,9,0
M,North,Tin,N West,5,29,.,1
M,Midlands,Silver,East,9,52,11,0
M,,Tin,,5,40,9,0
M,Midlands,Tin,East,9,45,7,0
M,South East,Gold,London,8,61,1,0
M,Midlands,Silver,Midlands,7,62,9,0
M,North,Silver,N East,12,36,1,1
M,Scottish,Gold,C Scotland,12,57,5,0
M,Midlands,Tin,East,7,34,4,1
M,South East,Gold,London,6,70,17,0
M,South East,Platinum,S & S East,14,.,3,0
M,,Silver,,14,79,5,0
M,Midlands,Gold,Midlands,8,54,9,0
M,South East,Tin,London,10,54,5,0
M,South East,Silver,London,5,55,5,0
M,South East,Tin,London,5,35,8,0
M,Scottish,Gold,N Scot,7,63,8,0
M,South East,Tin,London,8,40,.,0
M,South East,Tin,London,15,52,9,0
M,Midlands,Silver,Midlands,12,69,2,1
M,South East,Silver,London,8,.,5,0
M,Midlands,Gold,Midlands,6,55,5,0
M,Midlands,Gold,East,13,66,6,0
M,South East,Tin,London,11,49,4,0
M,North,Silver,Yorkshire,4,78,5,0
M,South East,Silver,S & S East,6,68,9,0
M,Midlands,Silver,East,9,48,4,0
M,South West,Gold,S West,7,66,4,0
M,South West,Tin,S West,8,51,5,0
M,North,Tin,Yorkshire,6,31,5,0
M,North,Silver,N West,17,55,2,1
M,North,Tin,Yorkshire,.,72,10,0
M,South East,Gold,London,11,52,15,0
M,Midlands,Silver,Midlands,.,42,5,0
M,,Tin,,6,49,5,0
M,North,Tin,Yorkshire,4,41,5,0
M,South East,Tin,London,9,47,8,0
M,Midlands,Gold,East,7,.,7,0
M,Scottish,Gold,N Scot,12,54,6,0
M,Midlands,Silver,East,16,57,4,0
M,North,Tin,Yorkshire,10,54,8,0
M,Midlands,Tin,East,14,36,11,1
M,South East,Tin,London,12,51,6,0
M,Midlands,Tin,East,8,76,8,0
M,South East,Tin,S & S East,5,51,8,0
M,South West,Silver,S West,5,65,7,0
M,North,Silver,Yorkshire,7,53,9,0
M,North,Tin,N West,6,50,5,0
M,South East,Silver,S & S East,9,37,2,1
M,South East,Gold,S & S East,7,59,19,0
M,Midlands,Gold,Wales & West,10,.,4,0
M,North,Tin,N West,5,47,8,0
M,South East,Tin,London,10,.,7,0
M,Midlands,Silver,Midlands,6,69,13,0
M,South East,Platinum,London,5,46,9,0
M,South East,Gold,London,11,31,2,1
M,South East,Gold,London,7,67,13,0
M,South East,Tin,London,7,55,.,0
M,Midlands,Gold,Wales & West,6,76,6,0
M,North,Silver,N West,13,48,5,0
M,Midlands,Silver,Midlands,5,67,13,0
M,North,Tin,N East,15,31,4,1
M,South East,Gold,London,3,54,7,0
M,South East,Silver,London,8,60,5,0
M,North,Gold,Yorkshire,7,68,3,0
M,North,Gold,N West,8,66,6,0
M,South East,Tin,London,8,47,7,0
M,South East,Gold,London,10,71,4,0
M,Midlands,Gold,Midlands,4,64,1,0
M,Midlands,Tin,East,8,76,8,0
M,South East,Tin,S & S East,10,40,5,0
M,Midlands,Silver,East,2,35,5,0
M,North,Silver,N West,9,65,8,0
M,Midlands,Gold,Wales & West,8,58,5,0
M,South West,Tin,S West,8,48,4,0
M,Scottish,Gold,C Scotland,.,77,18,1
M,South East,Gold,London,4,77,2,1
M,North,Gold,N West,8,58,6,0
M,South East,Tin,London,11,.,9,0
M,South East,Gold,London,5,57,4,0
M,North,Gold,N West,6,58,6,0
M,South East,Gold,London,11,.,6,1
M,Scottish,Tin,N Scot,11,49,7,0
M,South East,Silver,London,10,46,11,0
M,South East,Silver,S & S East,5,54,5,0
M,South East,Gold,London,.,.,16,0
M,South East,Platinum,London,6,63,3,0
M,South East,Gold,London,6,57,1,0
M,Midlands,Gold,Midlands,7,56,11,0
M,Scottish,Silver,C Scotland,9,75,8,1
M,South East,Tin,London,11,49,5,0
M,South East,Silver,London,.,39,8,0
M,North,Silver,N West,9,52,9,0
M,South East,Tin,London,5,53,7,0
M,South East,Gold,S & S East,8,54,8,1
M,South East,Gold,S & S East,8,54,12,0
M,North,Gold,Yorkshire,6,74,16,0
M,North,Tin,N West,10,55,6,0
M,Midlands,Silver,East,9,42,8,0
M,Midlands,Silver,Midlands,6,56,4,0
M,Midlands,Platinum,Midlands,13,76,6,0
M,Midlands,Silver,East,7,49,1,0
M,North,Gold,N East,3,52,6,0
M,South East,Tin,London,6,50,5,0
M,North,Silver,N West,7,32,4,1
M,South East,Silver,S & S East,10,66,7,0
M,South East,Silver,London,9,54,4,0
M,South West,Gold,S West,5,.,5,0
M,South East,Tin,London,13,36,5,1
M,Midlands,Silver,Midlands,11,72,8,0
M,South East,Tin,London,.,49,8,0
M,South East,Tin,London,9,.,5,0
M,North,Silver,Yorkshire,10,59,17,1
M,South East,Silver,London,5,72,2,0
M,Midlands,Silver,East,.,63,2,0
M,North,Gold,N West,12,75,5,1
M,Midlands,Silver,Midlands,4,44,2,0
M,North,Gold,N East,7,.,6,0
M,North,Gold,N West,7,74,2,1
M,Midlands,Silver,Ulster,.,50,8,0
M,South East,Tin,S & S East,12,32,4,1
M,North,Silver,Yorkshire,6,77,1,0
M,South East,Tin,London,2,47,10,0
M,South East,Gold,London,6,.,31,0
M,North,Gold,N West,7,37,7,0
M,,Tin,,5,50,4,0
M,South East,Silver,London,4,59,5,0
M,Midlands,Gold,Midlands,11,59,1,0
M,Midlands,Tin,Midlands,10,51,5,0
M,Scottish,Gold,C Scotland,.,68,2,0
M,South East,Silver,S & S East,6,50,9,0
M,Midlands,Tin,Midlands,5,57,10,0
M,South East,Gold,London,6,.,2,0
M,Scottish,Gold,C Scotland,5,38,4,0
M,Scottish,Silver,C Scotland,9,.,13,0
M,Midlands,Silver,Midlands,8,47,8,0
M,Midlands,Tin,Wales & West,9,45,4,0
M,South East,Silver,London,8,67,8,0
M,South East,Gold,London,5,44,4,0
M,Midlands,Tin,Wales & West,9,44,9,0
M,North,Tin,N East,3,48,5,0
M,Midlands,Silver,Wales & West,16,77,6,0
M,South East,Tin,London,9,45,5,0
M,South East,Gold,London,12,37,1,0
M,South East,Gold,London,7,53,.,0
M,South East,Platinum,S & S East,10,70,3,0
M,South West,Silver,S West,5,44,6,0
M,North,Gold,N West,4,68,9,0
M,North,Gold,N West,4,62,2,0
M,South East,Gold,London,.,71,16,0
M,South East,Gold,London,12,48,2,0
M,Midlands,Silver,Midlands,15,32,3,1
M,Midlands,Silver,Wales & West,16,47,8,0
M,North,Tin,N East,9,49,4,0
M,South East,Tin,London,11,43,7,1
M,North,Silver,N West,10,25,1,0
M,North,Silver,Yorkshire,11,31,7,1
M,North,Gold,N East,9,66,14,0
M,South East,Tin,London,7,43,4,0
M,Midlands,Tin,Midlands,8,37,4,0
M,South West,Silver,S West,12,70,2,0
M,South East,Gold,London,8,57,7,0
M,North,Tin,Yorkshire,9,51,8,0
M,North,Tin,N East,6,38,5,0
M,North,Silver,Yorkshire,6,55,21,0
M,North,Tin,N West,.,60,5,0
M,Midlands,Silver,East,10,55,8,0
M,Midlands,Silver,Midlands,.,53,5,0
M,North,Silver,N West,9,49,4,0
M,Midlands,Gold,Wales & West,10,38,8,0
M,North,Gold,Yorkshire,8,50,6,0
M,South East,Gold,London,6,.,8,0
M,South East,Silver,London,9,48,8,1
M,Midlands,Tin,Midlands,3,54,5,0
